guid,bucket,image_url,record_uri
FB0F5CE4-B315-479B-AFA5-F8BF97A6F902,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/DEN03/CVA.DEN03.111.5/cc001001.jpe,http://www.beazley.ox.ac.uk/record/06E7DF47-40BF-438A-AB6D-1BD7A3C4E383
7D59DC34-A19E-4700-8C7C-A86613D5A078,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/F16/CVA.F16.698.6/cc001001.jpe,http://www.beazley.ox.ac.uk/record/64CC57FC-733C-4416-8E8D-B75CB34051C3
9DFC1E7E-4BE2-4555-A087-A08BC6E840E0,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/BEL02/CVA.BEL02.058.1B/cc001001.jpe,http://www.beazley.ox.ac.uk/record/85934C31-B859-4A28-BE77-16063736A6F6
FCE30AFA-9BF8-448F-89D2-5083CD0D47A7,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/F10/CVA.F10.456.4/cc001001.jpe,http://www.beazley.ox.ac.uk/record/371D06CB-E5BD-465A-844B-4B89C4D6984F
9C1C18C6-83B1-407D-91FD-078CC0164E86,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER10/CVA.GER10.474.11/cc001001.jpe,http://www.beazley.ox.ac.uk/record/FD05A3C6-1C67-4495-A5C6-19ADB07FE988
1849CEAD-CF3A-478A-B4AB-BDCE5AE2AE6F,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER10/CVA.GER10.471.10/cc001001.jpe,http://www.beazley.ox.ac.uk/record/ED5F2DAD-3630-4A16-B755-D8B33D63FB83
251E73F1-F1F0-458E-B0D9-71CEBBDADA5E,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GB08/CVA.357.13/cc001001.jpe,http://www.beazley.ox.ac.uk/record/418B68DB-4343-40EB-8DCD-571D5B28AB4A
483C05A8-954F-43FB-8181-C008FFAED4C5,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GB02/CVA.73.6/cc001001.jpe,http://www.beazley.ox.ac.uk/record/70D3BA44-EDD6-44C9-A189-666D803FDD4C
2D301D77-1336-4121-B4F4-7005E0724998,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GB09/CVA.GB09.404.26/cc001001.jpe,http://www.beazley.ox.ac.uk/record/50942BC9-867E-4C23-B160-4B86E9A1709E
BB57E4F9-ED68-4734-99C9-69E0C2C78C4E,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GB09/CVA.GB09.404.6/cc001001.jpe,http://www.beazley.ox.ac.uk/record/F20C5BE6-0C66-474C-8772-450D26C02002
